ID,credit_limit,education,gender,marital_status,avg_bill_amt,avg_util_rate,default_count
2840,210000,Graduate School,F,Single,116550.66667,0.5550031746,0
2841,210000,College,F,Single,17914,0.0853047619,0
2842,330000,Graduate School,M,Single,186833.66667,0.5661626263,0
2843,110000,College,F,Married,12467.666667,0.1133424242,3
2844,120000,College,F,Single,111620.33333,0.9301694444,6
2845,100000,Graduate School,F,Single,7592.8333333,0.0759283333,0
2846,210000,College,F,Single,61696.166667,0.2937912698,0
2847,350000,Graduate School,F,Single,186730.83333,0.5335166667,1
2848,180000,College,F,Single,145729,0.8096055556,0
2849,150000,Graduate School,F,Single,42691.5,0.28461,0
2850,50000,Graduate School,M,Other,33167,0.66334,2
2851,230000,High School,F,Married,3970.6666667,0.0172637681,0
2852,30000,College,F,Married,10447.666667,0.3482555556,3
2853,90000,College,F,Married,85858,0.9539777778,6
2854,390000,College,F,Married,23755.5,0.0609115385,0
2855,50000,College,F,Single,17388.166667,0.3477633333,6
2856,320000,College,M,Married,23661.5,0.0739421875,0
2857,20000,College,M,Single,17243,0.86215,0
2858,200000,College,F,Married,45775.666667,0.2288783333,0
2859,500000,Graduate School,M,Married,6114.1666667,0.0122283333,0
2860,190000,College,F,Single,0,0,1
2861,70000,Graduate School,F,Single,10337.166667,0.1476738095,1
2862,220000,Graduate School,F,Single,3786.8333333,0.0172128788,0
2863,50000,College,M,Single,31608.833333,0.6321766667,1
2864,50000,College,M,Married,17439.666667,0.3487933333,0
2865,50000,College,F,Married,30861.5,0.61723,6
2866,70000,Graduate School,M,Married,57559.333333,0.8222761905,0
2867,80000,Graduate School,F,Single,66822.166667,0.8352770833,0
2868,50000,High School,M,Single,32119.166667,0.6423833333,0
2869,150000,Graduate School,F,Single,224.16666667,0.0014944444,0
2870,300000,Graduate School,F,Married,518.33333333,0.0017277778,0
2871,50000,Graduate School,F,Single,13284,0.26568,0
2872,170000,College,F,Married,4409.3333333,0.0259372549,0
2873,350000,Graduate School,M,Single,366,0.0010457143,0
2874,470000,College,F,Single,44639.333333,0.094977305,0
2875,20000,College,M,Single,14261.666667,0.7130833333,0
2876,140000,College,F,Single,968.33333333,0.0069166667,1
2877,60000,College,F,Single,48578.166667,0.8096361111,3
2878,160000,College,F,Single,114932.33333,0.7183270833,2
2879,150000,Graduate School,F,Single,106501.5,0.71001,0
2880,20000,Graduate School,F,Single,277.5,0.013875,0
2881,210000,Graduate School,M,Single,5739.1666667,0.0273293651,0
2882,50000,College,M,Single,10738.666667,0.2147733333,0
2883,210000,Graduate School,F,Single,23173.166667,0.1103484127,0
2884,280000,Graduate School,M,Married,14360.166667,0.0512863095,0
2885,300000,College,M,Single,13703.833333,0.0456794444,0
2886,230000,High School,F,Married,165258.83333,0.7185166667,0
2887,250000,College,M,Married,7432.5,0.02973,0
2888,500000,Graduate School,F,Married,42309,0.084618,0
2889,50000,College,F,Married,11962.166667,0.2392433333,0
2890,50000,High School,M,Single,2756.1666667,0.0551233333,0
2891,150000,College,F,Married,181219.33333,1.2081288889,0
2892,180000,Graduate School,F,Single,21195,0.11775,1
2893,450000,College,M,Single,158591.33333,0.3524251852,0
2894,70000,College,F,Other,1987.6666667,0.0283952381,2
2895,110000,High School,M,Married,82643.333333,0.7513030303,0
2896,200000,Graduate School,M,Married,150340,0.7517,2
2897,210000,College,F,Single,0,0,1
2898,320000,Graduate School,M,Single,95334.5,0.2979203125,0
2899,20000,Graduate School,M,Single,42560.5,2.128025,0
2900,130000,College,F,Single,705,0.0054230769,1
2901,20000,Graduate School,M,Married,10822.166667,0.5411083333,0
2902,210000,Graduate School,M,Married,977.66666667,0.0046555556,3
2903,30000,College,F,Single,26441.166667,0.8813722222,0
2904,60000,High School,F,Married,49241.166667,0.8206861111,3
2905,110000,College,M,Married,55639.166667,0.5058106061,0
2906,130000,Graduate School,M,Single,19609,0.1508384615,0
2907,500000,Graduate School,F,Single,71114,0.142228,0
2908,500000,College,M,Married,170829.83333,0.3416596667,0
2909,100000,College,M,Single,33528.666667,0.3352866667,3
2910,220000,Graduate School,M,Single,8579.8333333,0.0389992424,1
2911,50000,College,M,Single,35547.833333,0.7109566667,0
2912,500000,Graduate School,M,Married,1320,0.00264,0
2913,50000,Graduate School,F,Single,3677.5,0.07355,0
2914,200000,Graduate School,F,Married,3456,0.01728,0
2915,320000,College,F,Single,2528.6666667,0.0079020833,0
2916,450000,College,M,Single,9970.6666667,0.022157037,2
2917,20000,High School,M,Single,33975.833333,1.6987916667,6
2918,310000,College,F,Married,83.333333333,0.0002688172,0
2919,120000,College,F,Single,66638.666667,0.5553222222,0
2920,200000,College,F,Married,214943.16667,1.0747158333,0
2921,50000,High School,M,Married,25625.833333,0.5125166667,0
2922,130000,High School,M,Married,34889.166667,0.2683782051,0
2923,50000,College,F,Single,22738,0.45476,0
2924,130000,College,M,Single,18902.333333,0.1454025641,2
2925,50000,College,F,Single,31798.333333,0.6359666667,0
2926,30000,College,M,Single,19382.333333,0.6460777778,1
2927,30000,College,F,Married,26915.833333,0.8971944444,6
2928,160000,Graduate School,M,Single,436.66666667,0.0027291667,0
2929,50000,Graduate School,M,Single,46238.166667,0.9247633333,1
2930,80000,College,F,Single,45986.833333,0.5748354167,0
2931,60000,College,F,Single,42886,0.7147666667,0
2932,230000,Graduate School,F,Single,19197.833333,0.0834688406,2
2933,390000,Graduate School,F,Single,91589.666667,0.2348452991,0
2934,110000,College,F,Married,4663.3333333,0.0423939394,0
2935,50000,Graduate School,M,Single,30.166666667,0.0006033333,1
2936,20000,College,F,Married,-2828,-0.1414,3
2937,100000,College,M,Single,12864,0.12864,0
2938,70000,High School,F,Married,22943.5,0.3277642857,0
2939,150000,College,M,Married,114758.83333,0.7650588889,2
2940,390000,Graduate School,M,Single,16230.5,0.0416166667,0
2941,50000,College,M,Married,31433.5,0.62867,0
2942,90000,College,M,Single,95666.166667,1.0629574074,3
2943,290000,College,F,Single,237642.83333,0.819458046,0
2944,20000,College,M,Single,19792.166667,0.9896083333,1
2945,90000,Graduate School,F,Single,89251.5,0.9916833333,4
2946,260000,High School,M,Single,224783.5,0.8645519231,0
2947,90000,College,F,Single,91959,1.0217666667,0
2948,100000,College,F,Single,54462.5,0.544625,2
2949,150000,Graduate School,F,Single,127983.16667,0.8532211111,0
2950,60000,College,F,Married,48986.666667,0.8164444444,0
2951,80000,College,M,Married,78255.833333,0.9781979167,1
2952,80000,College,F,Married,3695,0.0461875,0
2953,30000,College,F,Married,18654.5,0.6218166667,2
2954,20000,College,M,Married,3463.3333333,0.1731666667,0
2955,50000,College,M,Single,5750,0.115,0
2956,250000,Graduate School,F,Single,20770,0.08308,0
2957,50000,Graduate School,F,Single,29547.166667,0.5909433333,0
2958,120000,High School,F,Single,2583.5,0.0215291667,1
2959,20000,College,F,Married,-25,-0.00125,1
2960,280000,High School,F,Single,2232.1666667,0.0079720238,0
2961,50000,Graduate School,F,Married,31096.666667,0.6219333333,0
2962,360000,High School,M,Single,34720.166667,0.0964449074,0
2963,100000,Graduate School,M,Single,857.83333333,0.0085783333,1
2964,140000,High School,F,Married,49102.166667,0.3507297619,5
2965,170000,College,F,Married,146309.16667,0.8606421569,0
2966,50000,College,F,Married,21489.666667,0.4297933333,0
2967,50000,High School,M,Married,32105,0.6421,0
2968,120000,College,M,Married,1882.1666667,0.0156847222,0
2969,170000,College,F,Single,93358.166667,0.5491656863,2
2970,380000,College,M,Married,141054.66667,0.3711964912,0
2971,400000,High School,F,Married,82567.5,0.20641875,0
2972,50000,Graduate School,F,Single,20809.333333,0.4161866667,0
2973,440000,College,F,Married,7568.1666667,0.0172003788,1
2974,30000,College,F,Married,175,0.0058333333,6
2975,470000,Graduate School,M,Married,7346,0.0156297872,0
2976,180000,High School,F,Married,1208.6666667,0.0067148148,0
2977,110000,High School,M,Single,5703.8333333,0.0518530303,0
2978,300000,Graduate School,M,Single,34346.666667,0.1144888889,0
2979,120000,Graduate School,F,Single,581.83333333,0.0048486111,0
2980,220000,Graduate School,M,Single,2831.5,0.0128704545,0
2981,50000,Graduate School,M,Single,20276.166667,0.4055233333,0
2982,100000,College,M,Married,183.66666667,0.0018366667,1
2983,170000,Graduate School,F,Single,3121.1666667,0.0183598039,0
2984,360000,Graduate School,F,Single,9240,0.0256666667,0
2985,180000,College,F,Single,15519,0.0862166667,0
2986,120000,College,M,Single,24394.5,0.2032875,0
2987,210000,High School,M,Single,972.83333333,0.0046325397,0
2988,60000,College,M,Married,31953.666667,0.5325611111,0
2989,130000,College,M,Married,21576.333333,0.1659717949,0
2990,50000,High School,F,Married,13379.166667,0.2675833333,0
2991,50000,High School,F,Married,31884.5,0.63769,4
2992,100000,Graduate School,F,Married,662.66666667,0.0066266667,0
2993,150000,High School,F,Married,91289,0.6085933333,0
2994,240000,College,M,Married,2210.5,0.0092104167,1
2995,120000,College,M,Other,2162.6666667,0.0180222222,0
2996,80000,College,F,Married,3817.5,0.04771875,0
2997,210000,College,F,Married,141636.83333,0.6744611111,2
2998,80000,College,F,Single,15051,0.1881375,1
2999,50000,College,F,Married,22839.833333,0.4567966667,1
3000,50000,College,F,Other,33040,0.6608,0
3001,330000,Graduate School,F,Single,14491.166667,0.0439126263,0
3002,230000,High School,M,Single,56352.666667,0.2450115942,0
3003,30000,High School,M,Married,3480.5,0.1160166667,4
3004,50000,Graduate School,M,Married,41767.666667,0.8353533333,1
3005,220000,Graduate School,M,Single,188552,0.8570545455,2
3006,270000,Graduate School,F,Single,13086,0.0484666667,0
3007,160000,Graduate School,M,Married,155964,0.974775,0
3008,10000,College,F,Married,4693.6666667,0.4693666667,6
3009,20000,College,M,Single,13642,0.6821,0
3010,30000,High School,M,Single,24132.666667,0.8044222222,4
3011,210000,College,F,Single,91336.333333,0.4349349206,1
3012,250000,College,F,Married,107774.83333,0.4310993333,1
3013,50000,College,M,Single,25560.5,0.51121,0
3014,180000,Graduate School,F,Single,866.16666667,0.004812037,0
3015,200000,Graduate School,M,Single,20345.333333,0.1017266667,0
3016,350000,Graduate School,M,Married,18464,0.0527542857,0
3017,20000,Graduate School,M,Single,18980.833333,0.9490416667,0
3018,30000,High School,M,Single,10054.5,0.33515,0
3019,20000,Graduate School,M,Married,9083.8333333,0.4541916667,4
3020,140000,High School,F,Single,64409.666667,0.4600690476,1
3021,30000,High School,M,Married,22369,0.7456333333,3
3022,180000,Graduate School,F,Single,7161.6666667,0.039787037,0
3023,20000,College,F,Single,10939.166667,0.5469583333,1
3024,100000,High School,F,Married,57795.166667,0.5779516667,6
3025,100000,High School,F,Married,116858.16667,1.1685816667,2
3026,20000,College,M,Married,0,0,0
3027,350000,Graduate School,M,Married,22244.333333,0.0635552381,1
3028,80000,College,F,Married,61405.333333,0.7675666667,0
3029,120000,High School,F,Married,45609.166667,0.3800763889,0
3030,210000,College,F,Single,29653.833333,0.1412087302,0
3031,120000,Graduate School,M,Married,16040,0.1336666667,0
3032,20000,College,M,Single,10705.166667,0.5352583333,1
3033,200000,High School,M,Single,697.66666667,0.0034883333,0
3034,50000,College,F,Single,1071.6666667,0.0214333333,5
3035,170000,College,M,Married,19842.833333,0.116722549,0
3036,450000,Graduate School,M,Married,40.833333333,0.0000907407,1
3037,300000,Graduate School,M,Single,11679.166667,0.0389305556,0
3038,300000,Graduate School,M,Single,299523.16667,0.9984105556,0
3039,280000,College,M,Married,6322,0.0225785714,0
3040,170000,Graduate School,M,Single,158146,0.9302705882,0
3041,60000,Graduate School,M,Married,33080.666667,0.5513444444,3
3042,50000,College,M,Single,20772.333333,0.4154466667,0
3043,380000,College,M,Married,1190.8333333,0.0031337719,0
3044,70000,Graduate School,F,Married,45744.166667,0.6534880952,4
3045,430000,Graduate School,M,Married,25247.666667,0.0587155039,0
3046,180000,Graduate School,M,Married,326,0.0018111111,0
3047,330000,College,F,Married,300820,0.9115757576,6
3048,250000,Graduate School,F,Single,1653.3333333,0.0066133333,0
3049,480000,Graduate School,F,Married,337918.66667,0.7039972222,0
3050,210000,College,M,Single,1786.5,0.0085071429,1
3051,160000,College,M,Single,27910.666667,0.1744416667,0
3052,390000,Other,M,Single,362814.83333,0.9302944444,2
3053,280000,Graduate School,M,Married,-2.333333333,-8.333333E-6,1
3054,50000,College,M,Married,260,0.0052,0
3055,350000,Graduate School,M,Married,1155.3333333,0.0033009524,1
3056,230000,Graduate School,F,Single,60,0.0002608696,0
3057,200000,High School,M,Other,25482,0.12741,0
3058,30000,College,M,Single,29598.833333,0.9866277778,0
3059,50000,College,M,Married,8381.3333333,0.1676266667,0
3060,180000,Graduate School,M,Single,11096.833333,0.0616490741,0
3061,150000,High School,F,Married,138372.83333,0.9224855556,0
3062,70000,Graduate School,M,Single,34674.5,0.49535,1
3063,150000,College,M,Single,11613.5,0.0774233333,0
3064,50000,High School,M,Single,45779.5,0.91559,4
3065,430000,College,F,Married,91036.5,0.2117127907,0
3066,70000,Graduate School,M,Single,4480,0.064,4
3067,20000,High School,M,Single,525,0.02625,1
3068,310000,Graduate School,F,Married,168.16666667,0.0005424731,0
3069,160000,College,F,Married,60692.5,0.379328125,0
3070,30000,High School,M,Single,29053.833333,0.9684611111,2
3071,480000,High School,F,Married,41568.166667,0.0866003472,0
3072,180000,Graduate School,F,Single,93995.166667,0.5221953704,1
3073,210000,College,M,Married,10586,0.0504095238,0
3074,360000,Graduate School,M,Single,239.66666667,0.0006657407,0
3075,180000,High School,M,Single,35375.666667,0.1965314815,2
3076,200000,Graduate School,F,Single,14778.166667,0.0738908333,4
3077,50000,High School,M,Single,16620,0.3324,0
3078,240000,College,M,Married,6310,0.0262916667,0
3079,180000,Graduate School,F,Single,15037.666667,0.0835425926,0
3080,80000,High School,F,Married,479.5,0.00599375,0
3081,50000,High School,F,Married,31655,0.6331,0
3082,280000,College,F,Married,83153.666667,0.296977381,0
3083,70000,Graduate School,F,Single,43575.833333,0.6225119048,0
3084,400000,Graduate School,M,Single,2960,0.0074,0
3085,210000,High School,F,Married,430,0.002047619,0
3086,80000,High School,M,Single,58975.5,0.73719375,0
3087,30000,College,F,Single,300,0.01,6
3088,310000,College,M,Single,10359.5,0.0334177419,4
3089,360000,High School,F,Single,0,0,1
3090,200000,College,M,Single,22446.666667,0.1122333333,0
3091,50000,College,M,Married,31235.666667,0.6247133333,0
3092,320000,College,F,Married,41459.666667,0.1295614583,0
3093,60000,College,M,Single,27931.666667,0.4655277778,2
3094,230000,Graduate School,F,Single,230633.16667,1.0027528986,6
3095,150000,Graduate School,F,Married,535,0.0035666667,0
3096,360000,Graduate School,F,Married,545.5,0.0015152778,0
3097,50000,Graduate School,M,Single,19931.5,0.39863,0
3098,280000,Graduate School,F,Married,12633.833333,0.0451208333,0
3099,50000,High School,F,Married,19260.666667,0.3852133333,0
3100,500000,Graduate School,M,Married,20977.833333,0.0419556667,0
3101,400000,High School,F,Married,15743,0.0393575,0
3102,280000,College,M,Single,1167.5,0.0041696429,0
3103,360000,College,F,Single,142438,0.3956611111,0
3104,260000,Graduate School,F,Single,13582.666667,0.0522410256,1
3105,330000,Graduate School,M,Married,96261.5,0.2917015152,0
3106,350000,College,F,Married,116082,0.3316628571,0
3107,500000,College,F,Married,20221,0.040442,0
3108,440000,Graduate School,F,Married,122049.83333,0.2773859848,0
3109,260000,College,M,Single,216654.33333,0.8332858974,0
3110,500000,High School,M,Married,36252.333333,0.0725046667,1
3111,100000,College,M,Married,76372.166667,0.7637216667,0
3112,70000,High School,M,Married,43622.833333,0.6231833333,0
3113,440000,Graduate School,M,Single,52920.333333,0.1202734848,0
3114,220000,Graduate School,F,Married,207498.83333,0.9431765152,0
3115,160000,Graduate School,F,Married,3422.8333333,0.0213927083,0
3116,200000,College,M,Married,6206,0.03103,2
3117,30000,College,F,Single,24745.666667,0.8248555556,0
3118,110000,Graduate School,F,Single,112203.33333,1.020030303,0
3119,60000,College,F,Married,48161.666667,0.8026944444,0
3120,260000,Graduate School,M,Single,40242.166667,0.1547775641,0
3121,110000,College,M,Married,91247.5,0.8295227273,0
3122,260000,High School,M,Married,200927,0.7727961538,0
3123,280000,Graduate School,F,Single,158931.83333,0.5676136905,0
3124,210000,Graduate School,M,Single,961,0.0045761905,0
3125,80000,College,F,Married,29934.833333,0.3741854167,0
3126,200000,Graduate School,F,Single,45418.166667,0.2270908333,0
3127,100000,College,F,Single,75319.666667,0.7531966667,2
3128,210000,College,M,Married,9331.8333333,0.0444373016,0
3129,140000,College,F,Single,128360.83333,0.9168630952,2
3130,180000,Graduate School,M,Single,101118.66667,0.5617703704,2
3131,240000,College,F,Single,91748.166667,0.3822840278,0
3132,150000,Graduate School,F,Single,25964.333333,0.1730955556,0
3133,80000,College,M,Married,79350,0.991875,0
3134,210000,College,F,Married,12621.166667,0.0601007937,0
3135,180000,Graduate School,F,Single,15424,0.0856888889,0
3136,100000,Graduate School,F,Single,98994.333333,0.9899433333,0
3137,20000,Graduate School,M,Single,17133.666667,0.8566833333,0
3138,140000,College,M,Single,81350.5,0.581075,0
3139,200000,High School,M,Single,831.83333333,0.0041591667,0
3140,80000,College,M,Single,49996.833333,0.6249604167,0
3141,20000,College,F,Single,18537.666667,0.9268833333,4
3142,80000,College,F,Single,0,0,0
3143,170000,Graduate School,F,Married,100830,0.5931176471,0
3144,70000,College,F,Married,52516.5,0.7502357143,6
3145,90000,High School,F,Married,10869.333333,0.1207703704,0
3146,30000,College,M,Single,24249.333333,0.8083111111,0
3147,50000,Graduate School,M,Single,3781.1666667,0.0756233333,0
3148,50000,College,F,Single,772,0.01544,0
3149,260000,Graduate School,F,Single,213135.5,0.8197519231,0
3150,360000,Graduate School,F,Married,27397,0.0761027778,0
3151,500000,High School,F,Single,0,0,0
3152,160000,High School,M,Married,109930.33333,0.6870645833,2
3153,460000,Graduate School,F,Single,141227,0.3070152174,0
3154,20000,College,F,Single,15583.166667,0.7791583333,1
3155,360000,College,M,Single,1018.5,0.0028291667,2
3156,300000,Graduate School,F,Married,206,0.0006866667,0
3157,70000,College,F,Married,31074,0.4439142857,5
3158,50000,Graduate School,F,Single,26162.5,0.52325,0
3159,150000,High School,F,Married,122551.16667,0.8170077778,0
3160,390000,College,M,Married,2338.6666667,0.0059965812,0
3161,280000,Graduate School,M,Single,212517.5,0.7589910714,0
3162,50000,High School,F,Married,2128.6666667,0.0425733333,0
3163,280000,Graduate School,F,Single,4043.1666667,0.014439881,1
3164,50000,College,F,Married,0,0,1
3165,50000,Graduate School,M,Single,7907.8333333,0.1581566667,1
3166,150000,Graduate School,F,Single,0,0,0
3167,120000,Graduate School,F,Single,1505.6666667,0.0125472222,1
3168,360000,College,F,Other,4039.5,0.0112208333,0
3169,20000,College,M,Single,14082.833333,0.7041416667,0
3170,50000,High School,F,Married,24317.166667,0.4863433333,0
3171,20000,Graduate School,F,Single,11666.333333,0.5833166667,4
3172,90000,College,M,Married,67031.333333,0.7447925926,0
3173,230000,College,M,Married,170693.33333,0.7421449275,0
3174,20000,College,M,Single,19002.166667,0.9501083333,2
3175,100000,College,F,Single,14610.666667,0.1461066667,0
3176,270000,College,M,Single,203878.33333,0.7551049383,0
3177,160000,College,M,Single,690,0.0043125,0
3178,80000,College,F,Single,32347,0.4043375,0
3179,10000,Graduate School,M,Single,9033.1666667,0.9033166667,2
3180,500000,College,F,Married,10817.833333,0.0216356667,0
3181,90000,Graduate School,F,Married,10091.5,0.1121277778,1
3182,150000,High School,F,Married,9566.3333333,0.0637755556,0
3183,50000,High School,M,Married,1216.5,0.02433,0
3184,260000,High School,M,Married,130974,0.5037461538,0
3185,50000,College,F,Single,7166.1666667,0.1433233333,0
3186,30000,Graduate School,M,Single,1287.1666667,0.0429055556,2
3187,70000,College,M,Single,46950.166667,0.6707166667,4
3188,360000,Graduate School,M,Married,0,0,1
3189,430000,Graduate School,F,Single,3270,0.0076046512,0
3190,50000,College,F,Single,2292.5,0.04585,0
3191,150000,Other,F,Single,8424,0.05616,1
3192,70000,College,F,Single,18488.333333,0.2641190476,4
3193,150000,Graduate School,F,Single,18922.333333,0.1261488889,0
3194,110000,High School,M,Married,10472.666667,0.0952060606,0
3195,20000,Graduate School,F,Single,5078.3333333,0.2539166667,3
3196,20000,High School,M,Single,10492.666667,0.5246333333,2
3197,50000,Graduate School,M,Single,4943.6666667,0.0988733333,0
3198,10000,Graduate School,M,Single,8917.6666667,0.8917666667,0
3199,20000,College,M,Single,19020.166667,0.9510083333,1
3200,180000,College,M,Single,101685.83333,0.5649212963,1
3201,60000,College,F,Married,59658.333333,0.9943055556,1
3202,20000,Graduate School,M,Married,9034.3333333,0.4517166667,5
3203,70000,Graduate School,F,Single,59108.166667,0.844402381,0
3204,60000,College,F,Married,35183.666667,0.5863944444,0
3205,200000,Graduate School,M,Single,25016.833333,0.1250841667,0
3206,200000,Graduate School,M,Single,-842.6666667,-0.004213333,1
3207,300000,Graduate School,F,Married,3167.5,0.0105583333,0
3208,390000,Graduate School,M,Single,8987,0.0230435897,0
3209,80000,College,F,Married,45038.5,0.56298125,0
3210,100000,Graduate School,F,Single,7670.8333333,0.0767083333,0
3211,230000,High School,M,Single,221434.33333,0.962757971,6
3212,40000,High School,F,Married,25,0.000625,1
3213,180000,College,F,Married,20374.166667,0.1131898148,0
3214,420000,College,M,Single,25068.833333,0.0596876984,0
3215,20000,College,M,Married,1061.5,0.053075,0
3216,340000,College,F,Married,38454,0.1131,0
3217,20000,Graduate School,F,Single,16946.166667,0.8473083333,6
3218,320000,High School,M,Single,36120.666667,0.1128770833,0
3219,360000,Graduate School,M,Married,0,0,0
3220,100000,Graduate School,F,Single,42849.333333,0.4284933333,0
3221,310000,Graduate School,F,Single,49814.5,0.1606919355,0
3222,140000,College,F,Single,37326.166667,0.2666154762,0
3223,200000,College,M,Single,101231.33333,0.5061566667,4
3224,30000,College,F,Single,753.66666667,0.0251222222,0
3225,130000,High School,F,Married,131493.5,1.0114884615,0
3226,20000,High School,F,Married,12161.166667,0.6080583333,1
3227,120000,Other,F,Married,92074,0.7672833333,0
3228,190000,Graduate School,F,Single,6499.3333333,0.0342070175,0
3229,50000,College,F,Married,39227.333333,0.7845466667,0
3230,130000,Other,F,Single,113042.33333,0.8695564103,0
3231,220000,College,F,Married,32480.166667,0.1476371212,0
3232,200000,College,F,Married,57612.666667,0.2880633333,0
3233,50000,High School,F,Married,27224.333333,0.5444866667,0
3234,30000,College,F,Married,29880.166667,0.9960055556,6
3235,200000,College,F,Married,0,0,1
3236,400000,High School,F,Married,2351,0.0058775,1
3237,120000,Graduate School,F,Married,113658,0.94715,0
3238,60000,College,F,Married,40822.166667,0.6803694444,0
3239,150000,Graduate School,F,Single,7719.6666667,0.0514644444,0
3240,240000,College,F,Married,4397.5,0.0183229167,3
3241,130000,College,M,Single,599,0.0046076923,0
3242,200000,High School,M,Married,99743.666667,0.4987183333,4
3243,240000,College,F,Married,416.66666667,0.0017361111,2
3244,30000,Graduate School,F,Single,21135.166667,0.7045055556,1
3245,50000,College,F,Married,35958.166667,0.7191633333,0
3246,30000,College,M,Single,17519.166667,0.5839722222,3
3247,310000,Graduate School,M,Married,0,0,0
3248,120000,College,F,Single,114067.16667,0.9505597222,4
3249,290000,College,F,Married,18198.833333,0.0627545977,0
3250,50000,College,M,Single,26903.5,0.53807,0
3251,130000,Graduate School,F,Single,83913.333333,0.6454871795,0
3252,50000,Other,M,Married,21198.5,0.42397,0
3253,210000,College,F,Married,378,0.0018,0
3254,50000,High School,M,Married,3245.8333333,0.0649166667,3
3255,10000,College,F,Single,6840.3333333,0.6840333333,0
3256,10000,High School,M,Single,7724,0.7724,0
3257,80000,College,F,Single,79394.166667,0.9924270833,6
3258,360000,College,M,Married,0,0,1
3259,530000,Graduate School,M,Single,20642,0.0389471698,0
3260,20000,College,M,Single,15971.166667,0.7985583333,0
3261,170000,College,M,Married,131994.5,0.7764382353,0
3262,220000,College,F,Married,6405.1666667,0.0291143939,1
3263,180000,High School,M,Married,934.16666667,0.0051898148,0
3264,440000,Graduate School,F,Married,5704.8333333,0.0129655303,0
3265,20000,College,M,Married,14514.333333,0.7257166667,1
3266,400000,College,F,Single,0,0,1
3267,130000,College,M,Single,14246,0.1095846154,0
3268,420000,Graduate School,M,Single,140917.5,0.3355178571,0
3269,80000,College,F,Married,54358.166667,0.6794770833,0
3270,20000,College,F,Married,16044.833333,0.8022416667,0
3271,320000,College,F,Single,98379.5,0.3074359375,4
3272,160000,Graduate School,M,Married,24472.333333,0.1529520833,0
3273,50000,College,F,Single,41706.666667,0.8341333333,1
3274,50000,College,M,Single,7808.8333333,0.1561766667,0
3275,70000,College,F,Married,71438,1.0205428571,0
3276,20000,High School,M,Single,16302.833333,0.8151416667,6
3277,160000,College,F,Single,159826,0.9989125,0
3278,130000,Graduate School,F,Single,0,0,1
3279,20000,Graduate School,F,Single,19065,0.95325,3
3280,170000,College,F,Married,53642.333333,0.3155431373,0
3281,300000,Graduate School,F,Single,326.33333333,0.0010877778,0
3282,160000,Graduate School,F,Single,1097.1666667,0.0068572917,0
3283,110000,High School,F,Married,166.66666667,0.0015151515,1
3284,230000,Graduate School,F,Single,95467.666667,0.4150768116,0
3285,60000,College,F,Single,29389.333333,0.4898222222,0
3286,280000,Graduate School,M,Married,179552.33333,0.6412583333,1
3287,180000,Graduate School,F,Single,319.66666667,0.0017759259,1
3288,30000,Graduate School,F,Married,13397.333333,0.4465777778,6
3289,50000,College,F,Single,30220.833333,0.6044166667,0
3290,270000,College,F,Married,579.66666667,0.0021469136,1
3291,80000,College,F,Single,391,0.0048875,0
3292,120000,Graduate School,M,Single,31737.833333,0.2644819444,2
3293,120000,High School,M,Married,242.5,0.0020208333,0
3294,30000,Graduate School,M,Single,29426.166667,0.9808722222,0
3295,380000,Graduate School,M,Single,62809.666667,0.1652885965,0
3296,80000,College,F,Married,64431.333333,0.8053916667,3
3297,20000,College,F,Single,11496.666667,0.5748333333,0
3298,160000,High School,M,Married,5637.3333333,0.0352333333,1
3299,230000,College,F,Single,1663,0.0072304348,3
3300,370000,College,M,Single,325391.83333,0.8794373874,1
3301,30000,High School,F,Married,28918.166667,0.9639388889,3
3302,20000,College,F,Single,19403.666667,0.9701833333,0
3303,20000,College,M,Single,17300.333333,0.8650166667,4
3304,470000,College,M,Married,90249.333333,0.1920198582,0
3305,220000,College,F,Single,29745.833333,0.1352083333,0
3306,80000,High School,M,Single,57710.833333,0.7213854167,0
3307,180000,College,F,Married,108.83333333,0.0006046296,0
3308,100000,College,F,Single,10489.833333,0.1048983333,0
3309,10000,College,F,Single,7713.1666667,0.7713166667,0
3310,280000,College,F,Married,991.16666667,0.003539881,0
3311,110000,Graduate School,F,Married,89635.5,0.8148681818,3
3312,210000,Graduate School,F,Single,106136.33333,0.5054111111,0
3313,200000,Graduate School,F,Married,7848.3333333,0.0392416667,0
3314,260000,Graduate School,M,Single,6995.8333333,0.0269070513,0
3315,600000,Graduate School,M,Single,431.33333333,0.0007188889,0
3316,330000,College,M,Married,97522.666667,0.2955232323,0
3317,500000,Graduate School,F,Single,217146.33333,0.4342926667,0
3318,200000,Graduate School,M,Other,3453.1666667,0.0172658333,0
3319,200000,College,M,Married,2565.5,0.0128275,1
3320,210000,College,F,Single,3815,0.0181666667,1
3321,500000,Graduate School,F,Married,5643.1666667,0.0112863333,0
3322,10000,College,F,Married,1566.6666667,0.1566666667,0
3323,160000,Graduate School,F,Single,6166.6666667,0.0385416667,0
3324,50000,High School,F,Married,29832.5,0.59665,0
3325,130000,College,M,Single,113228.5,0.8709884615,3
3326,140000,Graduate School,F,Single,141642.16667,1.0117297619,0
3327,80000,College,F,Single,12525,0.1565625,0
3328,500000,Graduate School,F,Single,26884.833333,0.0537696667,0
3329,500000,College,F,Married,98923.5,0.197847,0
3330,320000,College,F,Married,7048.6666667,0.0220270833,1
